!!!!!               EUROJET Particle and Particle Decay Table              !!!!!
!!!!!                                                                      !!!!!
!!!!!                          Version:  2.  4                             !!!!!
!!!!!                                                                      !!!!!
!!!!!                                by                                    !!!!!
!!!!!                                                                      !!!!!
!!!!!                     A. Ali      - DESY Hamburg                       !!!!!
!!!!!                     B. van Eijk - CERN Geneva                        !!!!!
!!!!!                                                                      !!!!!
!!!!! |------------------------------------------------------------------| !!!!!
!!!!! | Version | Who | Date     | Comments                              | !!!!!
!!!!! |------------------------------------------------------------------| !!!!!
!!!!! |   1.  1 | BvE |          | Non official Release.                 | !!!!!
!!!!! |   2.  1 | BvE | 01/01/88 | First official Release.               | !!!!!
!!!!! |   2.  2 | BvE | 18/09/88 | Update of Charm and Bottom Decays.    | !!!!!
!!!!! |   2.  3 | BvE | 15/04/89 | Update of Eta', Omega, PhI, Tau and   | !!!!!
!!!!! |         |     |          | Bottom Decays. Rho' removed, Diquarks | !!!!!
!!!!! |         |     |          | and Toponium added. Charmonium and    | !!!!!
!!!!! |         |     |          | Bottomonium modified, Toponium and PDG| !!!!!
!!!!! |         |     |          | Codes added, not backwards compatible!| !!!!!
!!!!! |   2.  4 | BvE | 12/09/89 | Update of Toponium Decays, Top Mass   | !!!!!
!!!!! |         |     |          | now 60 GeV/c2, Onium Names            | !!!!!
!!!!! |------------------------------------------------------------------| !!!!!
!!!!!                                                                      !!!!!
!!!!! Modifications to the Decay Tables can easily be made by adding and   !!!!!
!!!!! removing lines from the Decay Tables or adding new particle decays.  !!!!!
!!!!! However, when the user introduces particles that have not yet been   !!!!!
!!!!! entered into the Particle List below, he is obliged to add the       !!!!!
!!!!! Particle Name etc. according to the following convention:            !!!!!
!!!!!                                                                      !!!!!
!!!!! Name     : 8 char., last char. for charge            (Format: A8)    !!!!!
!!!!! Code     : 0 < Integer < 9000                        (Format: I6)    !!!!!
!!!!! PDG Code : See Phys. Lett. 204B (1988) 113           (Format: I6)    !!!!!
!!!!! Mass     : in GeV                                    (Format: F10.5) !!!!!
!!!!! Lifetime : in sec.                                   (Format: E10.4) !!!!!
!!!!!                                                                      !!!!!
LC     -     740    -741   101.37100  0.0000E+00
L*     -     711    -723   100.42500  0.0000E+00
L*0    B     721    -713   100.41800  0.0000E+00
LS*0   B     731    -733   100.54000  0.0000E+00
LC*    -     741    -743   101.62500  0.0000E+00
SIGMLU +    7110    7222   100.47000  0.0000E+00
SIGML0      7210    7212   100.47000  0.0000E+00
LAMBL0      7120    7122   100.47000  0.0000E+00
SIGMLD -    7220    7112   100.47000  0.0000E+00
CASCL0      7310    7322   100.67000  0.0000E+00
CASCLP0     7130    7232   100.67000  0.0000E+00
CASCL  -    7320    7312   100.67000  0.0000E+00
CASCLP -    7230    7132   100.67000  0.0000E+00
OMEGL  -    7330    7332   100.87000  0.0000E+00
LCU    +    7410    7422   100.50000  0.0000E+00
LCUP   +    7140    7242   100.70000  0.0000E+00
LCD0        7420    7412   101.50000  0.0000E+00
LCDP0       7240    7142   101.70000  0.0000E+00
LCS0        7430    7432   101.80000  0.0000E+00
LCSP0       7340    7342   102.00000  0.0000E+00
LCC    +    7440    7442   102.50000  0.0000E+00
SIGML*U+    7111    7224   100.77000  0.0000E+00
SIGML*0     7211    7214   100.77000  0.0000E+00
SIGML*D-    7221    7114   100.77000  0.0000E+00
CASCL*0     7311    7324   100.97000  0.0000E+00
CASCL* -    7321    7314   100.97000  0.0000E+00
OMEGL* -    7331    7334   101.17000  0.0000E+00
LCU*   +    7411    7424   101.97000  0.0000E+00
LCD*0       7421    7414   101.97000  0.0000E+00
LCS*0       7431    7434   102.17000  0.0000E+00
LCC*   +    7441    7444   103.17000  0.0000E+00
H0           810     821   160.20000  0.0000E+00
H      +     820     811   160.20000  0.0000E+00
HS     +     830     831   160.40000  0.0000E+00
HC0          840     841   161.30000  0.0000E+00
H*0          811     823   160.35000  0.0000E+00
H*     +     821     813   160.35500  0.0000E+00
HS*    +     831     833   160.50000  0.0000E+00
HC*0         841     843   161.50000  0.0000E+00
SIGMH 2+    8110    8222   160.57000  0.0000E+00
SIGMH  +    8210    8212   160.57000  0.0000E+00
LAMBH  +    8120    8122   160.37000  0.0000E+00
SIGMH0      8220    8112   160.57000  0.0000E+00
CASCH  +    8310    8322   160.77000  0.0000E+00
CASCHP +    8130    8232   160.97000  0.0000E+00
CASCH0      8320    8312   160.77000  0.0000E+00
CASCHP0     8230    8132   160.97000  0.0000E+00
OMEGH0      8330    8332   161.17000  0.0000E+00
HCU   2+    8410    8422   161.50000  0.0000E+00
HCUP  2+    8140    8242   161.70000  0.0000E+00
HCD    +    8420    8412   161.50000  0.0000E+00
HCDP   +    8240    8142   161.70000  0.0000E+00
HCS    +    8430    8432   161.80000  0.0000E+00
HCSP   +    8340    8342   162.00000  0.0000E+00
HCC   2+    8440    8442   162.50000  0.0000E+00
SIGMH*2+    8111    8224   160.77000  0.0000E+00
SIGMH* +    8211    8214   160.77000  0.0000E+00
SIGMH*0     8221    8114   160.77000  0.0000E+00
CASCH* +    8311    8324   160.97000  0.0000E+00
CASCH*0     8321    8314   160.97000  0.0000E+00
OMEGH*0     8331    8334   161.17000  0.0000E+00
HCU*  2+    8411    8424   161.97000  0.0000E+00
HCD*   +    8421    8414   161.97000  0.0000E+00
HCS*   +    8431    8434   162.17000  0.0000E+00
HCC*  2+    8441    8444   163.17000  0.0000E+00
QL1         1001    1001    10.00000  0.0000E+00
QL2         1002    1002    20.00000  0.0000E+00
QL3         1003    1003    80.00000  0.0000E+00
QL4         1004    1004   200.00000  0.0000E+00
ENDLIST
TAU    -  TAUNEU    K      -                                          0.0066   4
          TAUNEU    PI     -                                          0.1080   4
          TAUNEU    RHO    -                                          0.2230   5
          TAUNEU    K*     -                                          0.0143   5
          TAUNEU    A1     -                                          0.1258   5
          TAUNEU    PI0       PI     -                                0.0030  22
          TAUNEU    PI0       K      -                                0.0105  22
          TAUNEU    PI     -  PI0       PI0       PI0                 0.0300   0
          TAUNEU    PI     -  PI0       PI0       PI0       PI0       0.0636   0
          TAUNEU    OMEGA     PI     -                                0.0160  22
          TAUNEU    ETA       PI     -                                0.0050  22
          TAUNEU    ETA       PI     -  PI0                           0.0100   0
          TAUNEU    K      -  PI     +  PI     -                      0.0022   0
          TAUNEU    K      -  K      +  PI     -                      0.0022   0
          TAUNEU    PI     -  PI     +  PI     -  PI0                 0.0258   0
          TAUNEU    PI     -  PI     +  PI     -  PI     +  PI     -  0.0005   0
          TAUNEU    PI     -  PI     +  PI     -  RHO0      PI0       0.0005   0
          TAUNEU    ENEU   B  E      -                                0.1750  22
          TAUNEU    MUNEU  B  MU     -                                0.1780  22
SIGMA  -  SIGNEU    UP     B  DOWN                                    0.3341  22
          SIGNEU    CHARM  B  STRANGE                                 0.3323  22
          SIGNEU    TOP    B  BOTTOM                                  0.0000  22
          SIGNEU    ENEU   B  E      -                                0.1114  22
          SIGNEU    MUNEU  B  MU     -                                0.1114  22
          SIGNEU    TAUNEU B  TAU    -                                0.1108  22
HIGGS0    E      +  E      -                                          0.0000   0
          MU     +  MU     -                                          0.0011   0
          TAU    +  TAU    -                                          0.2431   0
          SIGMA  +  SIGMA  -                                          0.0000   0
          UP     B  UP                                                0.0064   0
          DOWN   B  DOWN                                              0.0064   0
          STRANGEB  STRANGE                                           0.0348   0
          CHARM  B  CHARM                                             0.7082   0
          BOTTOM B  BOTTOM                                            0.0000   0
          TOP    B  TOP                                               0.0000   0
          LOW    B  LOW                                               0.0000   0
          HIGH   B  HIGH                                              0.0000   0
          W      +  W      -                                          0.0000   0
          Z0        Z0                                                0.0000   0
HIGGS  +  E      +  ENEU                                              0.0000   0
          MU     +  MUNEU                                             0.0009   0
          TAU    +  TAUNEU                                            0.2475   0
          SIGMA  +  SIGNEU                                            0.0000   0
          DOWN   B  UP                                                0.0106   0
          STRANGEB  CHARM                                             0.7410   0
          BOTTOM B  TOP                                               0.0000   0
          LOW    B  HIGH                                              0.0000   0
W      +  DOWN   B  UP                                                0.3063   0
          STRANGEB  CHARM                                             0.3060   0
          BOTTOM B  TOP                                               0.0815   0
          E      +  ENEU                                              0.1021   0
          MU     +  MUNEU                                             0.1021   0
          TAU    +  TAUNEU                                            0.1020   0
Z0        UP     B  UP                                                0.1182   0
          DOWN   B  DOWN                                              0.1523   0
          STRANGEB  STRANGE                                           0.1522   0
          CHARM  B  CHARM                                             0.1180   0
          BOTTOM B  BOTTOM                                            0.1504   0
          TOP    B  TOP                                               0.0000   0
          ENEU   B  ENEU                                              0.0685   0
          MUNEU  B  MUNEU                                             0.0685   0
          TAUNEU B  TAUNEU                                            0.0685   0
          E      +  E      -                                          0.0345   0
          MU     +  MU     -                                          0.0345   0
          TAU    +  TAU    -                                          0.0344   0
PI0       GAMMA     GAMMA                                             0.9880   0
          GAMMA     E      +  E      -                                0.0120   1
PI     -  MU     -  MUNEU  B                                          1.0000   0
ETA       GAMMA     GAMMA                                             0.3890   0
          PI0       PI0       PI0                                     0.3190   0
          PI     +  PI     -  PI0                                     0.2370   0
          PI     +  PI     -  GAMMA                                   0.0490   0
          GAMMA     E      +  E      -                                0.0050   1
          E      +  E      -  PI     +  PI     -                      0.0010   0
ETAP      GAMMA     GAMMA                                             0.0215   0
          OMEGA     GAMMA                                             0.0300   0
          RHO0      GAMMA                                             0.3010   0
          ETA       PI0       PI0                                     0.2050   0
          ETA       PI     +  PI     -                                0.4410   0
          PI0       PI0       PI0                                     0.0015   0
RHO0      PI     -  PI     +                                          1.0000   3
RHO    -  PI     -  PI0                                               1.0000   3
K      -  MU     -  MUNEU  B                                          0.6351   0
          PI     -  PI0                                               0.2117   0
          PI     -  PI     -  PI     +                                0.0559   0
          PI     -  PI0       PI0                                     0.0173   0
          PI0    -  E      -  ENEU   B                                0.0482   0
          PI0    -  MU     -  MUNEU  B                                0.0318   0
K0     B  KSHORT                                                      0.5000   0
          KLONG                                                       0.5000   0
KSHORT    PI     +  PI     -                                          0.6861   0
          PI0       PI0                                               0.3139   0
K*     -  K      -  PI0                                               0.3333   3
          K0     B  PI     -                                          0.6667   3
K*0    B  K0     B  PI0                                               0.3333   3
          K      -  PI     +                                          0.6667   3
OMEGA     PI     +  PI     -                                          0.0170   3
          PI0       GAMMA                                             0.0800   0
          PI0       GAMMA     GAMMA                                   0.0100   0
          PI     +  PI     -  PI0                                     0.8930   2
PHI       ETA       GAMMA                                             0.0128   0
          PI0       GAMMA                                             0.0012   0
          K0        K0     B                                          0.3440   3
          K      +  K      -                                          0.4940   3
          RHO0      PI0                                               0.1290   3
          PI     +  PI     -  PI0                                     0.0190   2
A1     -  PI     -  PI     -  PI     +                                0.5745   6
          PI0       PI0       PI     -                                0.4255   6
A2     -  RHO0      PI     -                                          0.3500   0
          RHO    -  PI0                                               0.3500   0
          ETA       PI     -                                          0.1450   0
          K      -  K0                                                0.0490   0
          OMEGA     PI     -  PI0                                     0.1060   0
A20       RHO0      PI0                                               0.2330   0
          RHO    +  PI     -                                          0.2330   0
          RHO    -  PI     +                                          0.2330   0
          ETA       PI0                                               0.1450   0
          K      +  K      -                                          0.0245   0
          K0        K0     B                                          0.0255   0
          OMEGA     PI0       PI0                                     0.0360   0
          OMEGA     PI     +  PI     -                                0.0700   0
SIGMAU +  P      +  PI0                                               0.5160   0
          N         PI     +                                          0.4840   0
SIGMA0    LAMBDA    GAMMA                                             1.0000   0
LAMBDA    P      +  PI     -                                          0.6420   0
          N         PI0                                               0.3580   0
SIGMAD -  N         PI     -                                          1.0000   0
CASCA0    LAMBDA    PI0                                               1.0000   0
CASCA  -  LAMBDA    PI     -                                          1.0000   0
OMEGA* -  CASCA0    PI     -                                          0.2340   0
          CASCA  -  PI0                                               0.0800   0
          LAMBDA    K      -                                          0.6860   0
DELTA 2+  P      +  PI     +                                          1.0000   0
DELTAU +  P      +  PI0                                               0.5000   0
          N         PI     +                                          0.5000   0
DELTA0    P      +  PI     -                                          1.0000   0
DELTAD -  N         PI     -                                          1.0000   0
SIGM*U +  LAMBDA    PI     +                                          0.3334   0
          SIGMA0    PI     +                                          0.3333   0
          SIGMAU +  PI0                                               0.3333   0
SIGM*0    LAMBDA    PI0                                               0.2500   0
          SIGMA0    PI0                                               0.2500   0
          SIGMAU +  PI     -                                          0.2500   0
          SIGMAD -  PI     +                                          0.2500   0
SIGM*D -  LAMBDA    PI     -                                          0.3334   0
          SIGMA0    PI     -                                          0.3333   0
          SIGMAD -  PI0                                               0.3333   0
CASC*0    CASCA  -  PI     +                                          0.6667   0
          CASCA0    PI0                                               0.3333   0
CASC*  -  CASCA0    PI     -                                          0.6667   0
          CASCA  -  PI0                                               0.3333   0
D0        K      -  PI     +                                          0.0430   0
          K0     B  PI0                                               0.0220   0
          K*     -  PI     +                                          0.0520   0
          K*0    B  PI0                                               0.0240   0
          K      -  RHO    +                                          0.1080   0
          K0     B  PHI                                               0.0100   0
          K0     B  RHO0                                              0.0130   0
          K*0    B  RHO0                                              0.0100   0
          K      -  K      +                                          0.0060   0
          K*     -  K      +                                          0.0050   0
          K      -  K*     +                                          0.0050   0
          K*     -  K*     +                                          0.0050   0
          PI     +  PI     -                                          0.0020   0
          PI     +  RHO    -                                          0.0020   0
          PI     -  RHO    +                                          0.0020   0
          RHO    +  RHO    -                                          0.0020   0
          PHI       PI0                                               0.0060   0
          ETA       PI0                                               0.0030   0
          ETAP      PI0                                               0.0030   0
          K0     B  ETA                                               0.0180   0
          K0     B  ETAP                                              0.0180   0
          K0     B  OMEGA                                             0.0380   0
          K      -  PI     +  PI0                                     0.0120  22
          K0     B  PI     +  PI     -                                0.0210  22
          K      -  PI     +  RHO0                                    0.0500  22
          K*     -  PI     +  PI0                                     0.0300  22
          K*0    B  PI     +  PI     -                                0.0500  22
          K      -  RHO    +  PI0                                     0.0600  22
          K0     B  RHO    +  PI     -                                0.0300  22
          K0     B  RHO    -  PI     +                                0.0300  22
          K      -  K0     B  K      +                                0.0100  22
          K*     -  PI     +  RHO0                                    0.0100  22
          K*     -  PI0       RHO    +                                0.0100  22
          K*0    B  PI     +  RHO    -                                0.0100  22
          K*0    B  PI     -  RHO    +                                0.0100  22
          K*0    B  PI0       PI0                                     0.0900  22
          RHO0      PI     -  PI     +                                0.0200   0
          PI     +  PI     -  PI0                                     0.0100   0
          K      -  E      +  ENEU                                    0.0494  22
          K*     -  E      +  ENEU                                    0.0197  23
          PI     -  E      +  ENEU                                    0.0042  22
          RHO    -  E      +  ENEU                                    0.0017  23
          K      -  MU     +  MUNEU                                   0.0494  22
          K*     -  MU     +  MUNEU                                   0.0197  23
          PI     -  MU     +  MUNEU                                   0.0042  22
          RHO    -  MU     +  MUNEU                                   0.0017  23
D      +  K0     B  PI     +                                          0.0330   0
          K0     B  K      +                                          0.0110   0
          K0     B  RHO    +                                          0.0820   0
          K*0    B  PI     +                                          0.0590   0
          RHO0      PI     +                                          0.0020   0
          PHI       PI     +                                          0.0100   0
          PHI       RHO    +                                          0.0040   0
          K*0    B  K      +                                          0.0050   0
          K0     B  K*     +                                          0.0110   0
          ETA       PI     +                                          0.0030   0
          ETAP      PI     +                                          0.0020   0
          ETA       RHO    +                                          0.0030   0
          ETAP      RHO    +                                          0.0020   0
          K      -  PI     +  PI     +                                0.0720  22
          K0     B  PI     +  PI0                                     0.0130  22
          K      -  RHO    +  PI     +                                0.0400  22
          K0     B  RHO    +  PI0                                     0.0430  22
          K0     B  RHO0      PI     +                                0.0750  22
          K      +  K0     B  K0     B                                0.0040  22
          K      +  K      -  PI     +                                0.0050  22
          K      +  K0     B  PI0                                     0.0060  22
          K*0    B  PI     +  PI0                                     0.0145  22
          K*0    B  PI     +  RHO0                                    0.0145  22
          K*     -  PI     +  RHO    +                                0.0660  22
          K      +  K      -  RHO    +                                0.0085  22
          K      +  K*     -  PI     +                                0.0085  22
          K*     +  K      -  PI     +                                0.0085  22
          K*     +  K0     B  PI0                                     0.0085  22
          K      +  K*0    B  PI0                                     0.0085  22
          K      +  K0     B  RHO0                                    0.0085  22
          PI     +  PI     +  PI     -                                0.0040   0
          RHO    +  PI     +  PI     -                                0.0050   0
