*
* $Id: csdat.dat,v 1.1.1.1 1995/10/24 10:19:52 cernlib Exp $
*
* $Log: csdat.dat,v $
* Revision 1.1.1.1  1995/10/24 10:19:52  cernlib
* Geant
*
*
* *** EXPERIMENTAL CROSS-SECTION DATA ***
PLAB      PI- P/N   PI- P/N   PI+ P/N   PI+ P/N     I  ALL #-SECT.
(GEV/C)   ELASTIC   INELASTIC ELASTIC   INELASTIC ELASTIC   INELASTIC
------------------------------------------------------------------------
0.        1100.     0.        200.      1500.     4200.     0.
0.1       115.      0.        163.      1160.     440.      0.
0.15      105.      0.        141.      310.      420.      0.
0.2       100.      0.        120.      230.      400.      0.
0.25      56.       0.        111.      178.      230.      0.
0.3       40.       0.        99.5      153.      160.      0.
0.35      27.       0.        92.5      134.      105.      0.
0.4       22.       0.        86.5      124.      80.       0.
0.45      21.       0.        82.       113.      62.       0.
0.5       20.       0.        78.       106.      50.       0.
0.55      20.       0.        74.       101.      45.       0.
0.6       20.       0.        71.       96.       41.       0.
0.65      20.5      0.        67.5      92.       38.       0.
0.7       21.0      0.        65.       89.       36.       0.
0.75      22.0      0.        62.5      87.       35.       0.
0.8       23.0      0.        59.7      84.       34.       0.
0.85      24.       0.        58.1      81.       33.       0.
0.9       24.       0.        56.3      78.5      32.       0.
0.95      24.4      0.1       54.7      76.5      31.5      0.1
1.00      24.5      1.5       52.7      75.       31.       1.5
1.1       25.       7.0       50.       72.       30.5      7.0
1.2       25.5      12.       48.4      70.       30.       12.
1.3       26.       17.       47.       68.       29.5      17.
1.4       26.5      19.5      46.       64.5      29.       19.5
1.5       27.       20.5      45.2      63.       28.5      20.5
1.6       27.       22.       42.8      62.       28.       22.
1.8       26.       23.5      39.2      61.       26.       23.5
2.0       23.       24.8      36.3      59.5      23.       24.8
2.2       21.5      25.8      32.8      58.5      21.5      25.8
2.4       20.       26.5      30.4      56.5      20.       26.5
2.6       19.       27.       28.1      56.5      19.       27.
2.8       18.       27.5      26.3      56.       18.       27.5
3.0       17.       28.       24.5      55.5      17.       28.
4.0       13.       30.       19.25     52.       13.       30.
5.0       11.5      31.       16.84     50.       11.5      31.
6.0       10.3      32.       14.60     48.       10.3      32.
8.0       9.4       32.5      12.34     45.       9.4       32.5
10.0      9.0       32.5      11.21     44.       9.0       32.5
20.0      8.80      33.       8.85      39.2      8.8       33.
100.0     7.0       33.5      7.5       34.5      7.0       33.5
1000.0    7.50      34.       7.5       34.5      7.5       34.
PLAB      PI CROSS SECTIONS ON AL, CU, PB
(GEV/C)   AL TOT.   AL INEL.  CU TOT.   CU INEL.  PB TOT.   PB INEL.
------------------------------------------------------------------------
0.        0.        0.        0.        0.        0.        0.
0.1       550.      200.      1100.     400.      2700.     1000.
0.15      900.      320.      1800.     800.      4100.     1900.
0.2       1100.     500.      2200.     1000.     4800.     2600.
0.25      1150.     600.      2400.     1100.     4700.     2900.
0.3       1050.     600.      2500.     1200.     4300.     3000.
0.35      1000.     590.      2400.     1150.     4000.     2800.
0.4       900.      530.      2300.     1050.     3500.     2600.
0.45      850.      510.      2100.     1000.     3400.     2500.
0.5       700.      470.      1900.     900.      3300.     2300.
0.55      650.      430.      1800.     860.      3300.     2200.
0.6       630.      425.      1600.     860.      3300.     2000.
0.65      600.      420.      1550.     850.      3300.     1900.
0.7       580.      425.      1520.     850.      3300.     1880.
0.75      570.      425.      1500.     840.      3350.     1860.
0.8       570.      430.      1500.     830.      3400.     1840.
0.85      590.      430.      1500.     820.      3400.     1820.
0.9       630.      435.      1510.     810.      3500.     1810.
0.95      670.      435.      1540.     805.      3600.     1805.
1.00      690.      440.      1600.     800.      3800.     1800.
1.1       700.      430.      1610.     800.      3850.     1780.
1.2       710.      430.      1620.     800.      3900.     1760.
1.3       720.      420.      1620.     800.      3800.     1750.
1.4       720.      420.      1610.     800.      3750.     1740.
1.5       710.      420.      1600.     800.      3700.     1730.
1.6       700.      415.      1600.     800.      3600.     1720.
1.8       680.      415.      1500.     800.      3400.     1710.
2.0       650.      410.      1400.     800.      3200.     1700.
2.2       640.      410.      1300.     800.      3100.     1680.
2.4       630.      408.      1250.     780.      3050.     1660.
2.6       610.      406.      1200.     760.      3000.     1650.
2.8       600.      404.      1150.     740.      3000.     1640.
3.0       590.      400.      1100.     720.      3000.     1630.
4.0       550.      380.      1050.     720.      2900.     1620.
5.0       510.      340.      1030.     700.      2900.     1610.
6.0       500.      340.      1020.     690.      2900.     1605.
8.0       490.      340.      1010.     680.      2850.     1600.
10.0      480.      340.      1000.     670.      2800.     1600.
20.0      460.      340.      950.      665.      2600.     1550.
100.0     420.      340.      900.      660.      2400.     1500.
1000.0    420.      340.      900.      660.      2400.     1500.
PLAB      P  CROSS SECTIONS ON AL, CU, PB
(GEV/C)   AL TOT.   AL INEL.  CU TOT.   CU INEL.  PB TOT.   PB INEL.
------------------------------------------------------------------------
0.        2100.     0.        3800.     0.        7000.     0.
0.1       2000.     200.      3300.     400.      6000.     0.
0.15      1900.     400.      2800.     950.      5000.     500.
0.2       1850.     800.      2600.     1050.     4800.     1450.
0.25      1700.     800.      2500.     1050.     4400.     1700.
0.3       1500.     550.      2500.     980.      4800.     1800.
0.35      1300.     500.      2400.     940.      5300.     1750.
0.4       1100.     450.      2200.     900.      5700.     1730.
0.45      1000.     430.      2000.     860.      5000.     1720.
0.5       800.      410.      1700.     820.      4200.     1710.
0.55      700.      400.      1500.     800.      3800.     1700.
0.6       630.      390.      1400.     780.      3200.     1690.
0.65      610.      380.      1300.     760.      3100.     1660.
0.7       600.      370.      1300.     740.      3000.     1630.
0.75      590.      370.      1200.     740.      3000.     1630.
0.8       590.      370.      1200.     740.      3000.     1630.
0.85      590.      365.      1200.     730.      3000.     1600.
0.9       590.      365.      1200.     730.      3000.     1600.
0.95      600.      360.      1200.     720.      3000.     1580.
1.00      600.      360.      1200.     720.      3000.     1580.
1.1       650.      360.      1300.     720.      3020.     1580.
1.2       690.      360.      1320.     720.      3040.     1580.
1.3       700.      365.      1340.     730.      3060.     1600.
1.4       720.      370.      1360.     740.      3080.     1630.
1.5       730.      375.      1370.     750.      3100.     1650.
1.6       750.      380.      1380.     760.      3140.     1670.
1.8       750.      400.      1390.     800.      3160.     1760.
2.0       740.      410.      1400.     820.      3200.     1800.
2.2       730.      420.      1280.     820.      3180.     1800.
2.4       720.      430.      1260.     820.      3170.     1800.
2.6       710.      440.      1240.     820.      3160.     1800.
2.8       705.      440.      1220.     820.      3150.     1800.
3.0       700.      440.      1300.     820.      3140.     1800.
4.0       670.      440.      1250.     820.      3130.     1800.
5.0       650.      440.      1200.     820.      3120.     1800.
6.0       650.      440.      1200.     820.      3110.     1800.
8.0       640.      440.      1200.     820.      3105.     1800.
10.0      640.      440.      1200.     820.      3100.     1800.
20.0      630.      440.      1200.     820.      3100.     1800.
100.0     620.      440.      1200.     820.      3100.     1800.
1000.0    620.      440.      1200.     820.      3100.     1800.
EKIN      N  TOTAL AND REACTION CROSS SECTIONS AT LOW ENERGIES
(GEV)     N  P      N  P      N O       N O       N AL      N AL
          TOTAL     INELASTIC TOTAL     INELASTIC TOTAL     INELASTIC
---------------------------------------------------------------------
0.0001    6000.     0.        5400.     0.        5500.     0.
0.0002    5500.     0.        5050.     0.        5150.     0.
0.0003    5200.     0.        4800.     0.        4900.     0.
0.0004    4900.     0.        4600.     0.        4700.     1.
0.0005    4800.     0.        4400.     1.        4500.     10.
0.0007    4400.     0.        4100.     10.       4200.     50.
0.001     4000.     0.        3750.     50.       3850.     100.
0.002     2900.     0.        2700.     100.      3050.     260.
0.003     2200.     0.        2150.     200.      2550.     450.
0.004     1800.     0.        1900.     300.      2250.     600.
0.005     1400.     0.        1700.     400.      2000.     700.
0.007     1100.     0.        1500.     600.      1750.     800.
0.01      900.      0.        1400.     700.      1700.     900.
0.015     700.      0.        1550.     750.      1800.     940.
0.02      600.      0.        1750.     700.      1900.     900.
0.025     560.      0.        1950.     700.      1950.     860.
0.0327    520.      0.        2000.     680.      1900.     820.
EKIN      N  TOTAL AND REACTION CROSS SECTIONS AT LOW ENERGIES
(GEV)     N  FE     N  FE     N NI      N NI      N CU      N CU
          TOTAL     INELASTIC TOTAL     INELASTIC TOTAL     INELASTIC
---------------------------------------------------------------------
0.0001    5500.     1.        5400.     1.        5100.     1.
0.0002    5050.     80.       4800.     90.       4500.     95.
0.0003    4650.     200.      4400.     220.      4050.     225.
0.0004    4400.     320.      4100.     340.      3800.     345.
0.0005    4150.     400.      3880.     420.      3550.     425.
0.0007    3900.     520.      3700.     550.      3250.     555.
0.001     3600.     700.      3450.     720.      3100.     750.
0.002     3400.     1000.     3350.     1080.     3000.     1150.
0.003     3500.     1120.     3150.     1300.     3080.     1500.
0.004     3550.     1200.     3250.     1400.     3500.     1680.
0.005     3500.     1200.     3550.     1420.     3750.     1700.
0.007     3300.     1200.     3750.     1420.     3900.     1690.
0.01      2900.     1180.     3500.     1380.     3550.     1550.
0.015     2500.     1130.     2900.     1260.     2950.     1360.
0.02      2300.     1100.     2500.     1190.     2550.     1240.
0.025     2150.     1090.     2250.     1150.     2300.     1180.
0.0327    1950.     1080.     2150.     1100.     2160.     1120.
EKIN      N  TOTAL AND REACTION CROSS SECTIONS AT LOW ENERGIES
(GEV)     N  ZR     N  ZR     N CD      N CD      N SN      N SN
          TOTAL     INELASTIC TOTAL     INELASTIC TOTAL     INELASTIC
---------------------------------------------------------------------
0.0001    6300.     10.       6900.     15.       6600.     0.
0.0002    6100.     140.      6800.     150.      6500.     0.
0.0003    5900.     260.      6650.     300.      6400.     0.
0.0004    5750.     380.      6550.     400.      6250.     1.
0.0005    5600.     450.      6500.     500.      6200.     10.
0.0007    5400.     600.      6350.     650.      6100.     150.
0.001     5000.     750.      6200.     840.      5900.     380.
0.002     4350.     1200.     5750.     1500.     5250.     1000.
0.003     4050.     1580.     4900.     2100.     4400.     1650.
0.004     3900.     1800.     4000.     2130.     4000.     2100.
0.005     4050.     1820.     3950.     2140.     3950.     2100.
0.007     4250.     1830.     3950.     2130.     4050.     2100.
0.01      4250.     1800.     4250.     2080.     4400.     2060.
0.015     3800.     1750.     4450.     2000.     4750.     1950.
0.02      3450.     1690.     4100.     1950.     4400.     1860.
0.025     3200.     1650.     3600.     1900.     3900.     1800.
0.0327    2950.     1620.     3250.     1860.     3500.     1740.
EKIN      N  TOTAL AND REACTION CROSS SECTIONS AT LOW ENERGIES
(GEV)     N  I      N  I      N BA      N BA      N TA      N TA
          TOTAL     INELASTIC TOTAL     INELASTIC TOTAL     INELASTIC
---------------------------------------------------------------------
0.0001    7400.     0.        7900.     0.        7900.     0.
0.0002    7200.     0.        7700.     0.        7750.     0.
0.0003    7000.     1.        7500.     1.        7700.     1.
0.0004    6850.     10.       7400.     10.       7600.     10.
0.0005    6700.     45.       7250.     48.       7500.     50.
0.0007    6500.     180.      7000.     190.      7400.     200.
0.001     6200.     380.      6750.     390.      7250.     400.
0.002     5450.     1050.     6000.     1080.     6750.     1100.
0.003     4750.     1900.     5450.     2000.     6500.     2100.
0.004     4300.     2300.     5000.     2400.     6200.     2500.
0.005     4100.     2300.     4600.     2400.     5900.     2500.
0.007     4000.     2200.     4250.     2300.     5250.     2450.
0.01      4300.     2150.     4500.     2200.     5000.     2300.
0.015     4600.     2000.     4900.     2100.     5200.     2100.
0.02      4250.     1900.     4600.     1950.     5250.     2000.
0.025     3750.     1800.     4100.     1850.     5000.     1900.
0.0327    3850.     1750.     3850.     1800.     4600.     1850.
EKIN      N  TOTAL AND REACTION CROSS SECTIONS AT LOW ENERGIES
(GEV)     N  PB     N  PB     N BI      N BI      N U       N U
          TOTAL     INELASTIC TOTAL     INELASTIC TOTAL     INELASTIC
---------------------------------------------------------------------
0.0001    6100.     0.        6100.     0.        6600.     0.
0.0002    5950.     0.        5950.     0.        6350.     0.
0.0003    5750.     0.        5750.     0.        6100.     0.
0.0004    5600.     1.        5600.     1.        5900.     1.
0.0005    5450.     10.       5450.     10.       5700.     10.
0.0007    5300.     100.      5300.     100.      5400.     100.
0.001     5150.     350.      5150.     350.      5250.     400.
0.002     5200.     900.      5200.     900.      5400.     950.
0.003     7200.     1400.     7200.     1400.     7250.     1600.
0.004     7750.     2000.     7750.     2000.     7900.     2200.
0.005     7100.     2300.     7100.     2300.     7500.     2550.
0.007     5800.     2380.     5800.     2380.     6600.     2750.
0.01      5050.     2400.     5050.     2400.     5750.     2700.
0.015     5500.     2300.     5500.     2300.     5650.     2600.
0.02      5900.     2250.     5900.     2250.     6000.     2540.
0.025     5700.     2200.     5700.     2200.     6100.     2450.
0.0327    5100.     2120.     5100.     2120.     5700.     2360.
     NEUTRON CAPTURE CROSS SECTIONS AT 65 KEV ENERGY (IN MB).
    Z     1         2         3         4         5         6
---------------------------------------------------------------------
  1 - 6   6.        5.7       5.5       5.3       5.2       5.1
  7 -12   5.0       4.9       4.8       4.8       4.8       4.8
 13 -18   4.8       4.8       4.8       4.8       4.9       5.0
 19 -24   5.2       5.5       6.0       6.7       7.5       8.5
 25 -30   10.0      12.0      14.5      19.0      26.5      40.0
 31 -36   75.0      120.0     180.0     260.0     360.0     330.0
 37 -42   60.0      7.0       9.5       20.0      75.0      140.0
 43 -48   250.0     360.0     480.0     580.0     590.0     500.0
 49 -54   300.0     100.0     200.0     300.0     400.0     470.0
 55 -60   500.0     430.0     100.0     20.0      22.0      40.0
 61 -66   560.0     950.0     1000.0    1000.0    1000.0    990.0
 67 -72   920.0     860.0     790.0     740.0     650.0     600.0
 73 -78   540.0     470.0     440.0     390.0     360.0     340.0
 79 -84   320.0     310.0     280.0     2.0       2.5       6.0
 85 -90   13.0      38.0      65.0      140.0     280.0     300.0
 91 -96   430.0     580.0     650.0     800.0     920.0     1100.0
 97 -100  1250.0    1400.0    1550.0    1700.0
     FISSION CROSS SECTIONS FOR U(233),U(235),U(238),PU(239)
     IN THE ENERGY INTERVALL FROM 100 KEV - 10 MEV
  EK(GEV) U(233)    U(235)    PU(239)   U(238)
 ---------------------------------------------------
  0.0001  2600.     1850.     1700.     0.
  0.0002  2300.     1400.     1650.     0.
  0.0003  2300.     1300.     1650.     0.
  0.0005  2100.     1150.     1700.     0.
  0.0007  2000.     1100.     1700.     0.
  0.001   1950.     1200.     1800.     0.
  0.0015  1930.     1250.     1900.     250.
  0.002   1900.     1300.     2000.     550.
  0.003   1800.     1250.     1950.     550.
  0.005   1600.     1150.     1800.     550.
  0.007   2100.     1600.     2150.     550.
  0.01    2300.     1900.     2450.     550.
  0.015   -1.0      -1.0      -1.0      1000.
  0.02    -1.0      -1.0      -1.0      1400.
  0.05    -1.0      -1.0      -1.0      1600.
  0.1     -1.0      -1.0      -1.0      1500.
  0.2     -1.0      -1.0      -1.0      1400.
  0.3     -1.0      -1.0      -1.0      1300.
  0.4     -1.0      -1.0      -1.0      1200.
  0.5     -1.0      -1.0      -1.0      1100.
 1000.    -1.0      -1.0      -1.0      1000.
END OF DATA
